Id,pipe_sentiment,pipe_abs_score,pipe_score,vader_score,vader_sentiment,blob_score,blob_sentiment,ProductId,UserId,Rating,review_dt,Text,Rating_scaled,std_dev
11.0,POSITIVE,0.9724995493888855,0.9724995493888855,0.9758,POSITIVE,0.20859375,POSITIVE,B0001PB9FE,A3HDKO7OW0QNK4,5.0,2005-02-08,"I don't know if it's the cactus or the tequila or just the unique combination of ingredients, but the flavour of this hot sauce makes it one of a kind!  We picked up a bottle once on a trip we were on and brought it back home with us and were totally blown away!  When we realized that we simply couldn't find it anywhere in our city we were bummed.Now, because of the magic of the internet, we have a case of the sauce and are ecstatic because of it.If you love hot sauce..I mean really love hot sauce, but don't want a sauce that tastelessly burns your throat, grab a bottle of Tequila Picante Gourmet de Inclan.  Just realize that once you taste it, you will never want to use any other sauce.Thank you for the personal, incredible service!",1.0,0.44199705756058133
12.0,NEGATIVE,0.9992430210113525,-0.9992430210113525,-0.7579,NEGATIVE,0.012500000000000002,POSITIVE,B0009XLVG0,A2725IB4YY9JEB,5.0,2010-08-27,"One of my boys needed to lose some weight and the other didn't.  I put this food on the floor for the chubby guy, and the protein-rich, no by-product food up higher where only my skinny boy can jump.  The higher food sits going stale.  They both really go for this food.  And my chubby boy has been losing about an ounce a week.",1.0,0.5284232133363156
13.0,NEGATIVE,0.9899449944496155,-0.9899449944496155,0.296,POSITIVE,0.12992424242424241,POSITIVE,B0009XLVG0,A327PCT23YH90,1.0,2012-06-13,"My cats have been happily eating Felidae Platinum for more than two years. I just got a new bag and the shape of the food is different. They tried the new food when I first put it in their bowls and now the bowls sit full and the kitties will not touch the food. I've noticed similar reviews related to formula changes in the past. Unfortunately, I now need to find a new food that my cats will eat.",-1.0,0.6994453509389684
14.0,POSITIVE,0.9998890161514282,0.9998890161514282,0.9466,POSITIVE,0.64,POSITIVE,B001GVISJM,A18ECVX2RJ7HUE,4.0,2010-11-05,good flavor! these came securely packed... they were fresh and delicious! i love these Twizzlers!,0.5,0.1942349879179127
15.0,POSITIVE,0.9976365566253662,0.9976365566253662,0.6486,POSITIVE,-0.5,NEGATIVE,B001GVISJM,A2MUGFV2TDQ47K,5.0,2010-03-12,The Strawberry Twizzlers are my guilty pleasure - yummy. Six pounds will be around for a while with my son and I.,1.0,0.7835840450138472
16.0,POSITIVE,0.9992697834968567,0.9992697834968567,0.5719,POSITIVE,0.225,POSITIVE,B001GVISJM,A1CZX3CP8IKQIJ,5.0,2009-12-29,My daughter loves twizzlers and this shipment of six pounds really hit the spot. It's exactly what you would expect...six packages of strawberry twizzlers.,1.0,0.38783120028401097
17.0,POSITIVE,0.9688602089881897,0.9688602089881897,0.8743,POSITIVE,0.50625,POSITIVE,B001GVISJM,A3KLWF6WQ5BNYO,2.0,2012-09-20,I love eating them and they are good for watching TV and looking at movies! It is not too sweet. I like to transfer them to a zip lock baggie so they stay fresh so I can take my time eating them.,-0.5,0.24440766527940797
18.0,POSITIVE,0.9998708963394165,0.9998708963394165,0.8883,POSITIVE,0.4125,POSITIVE,B001GVISJM,AFKW14U97Z6QO,5.0,2012-08-16,I am very satisfied with my Twizzler purchase.  I shared these with others and we have all enjoyed them.  I will definitely be ordering more.,1.0,0.31193970431707646
19.0,NEGATIVE,0.552104115486145,-0.552104115486145,0.8957,POSITIVE,0.1284722222222222,POSITIVE,B001GVISJM,A2A9X58G2GTBLP,5.0,2011-12-23,"Twizzlers, Strawberry my childhood favorite candy, made in Lancaster Pennsylvania by Y & S Candies, Inc. one of the oldest confectionery Firms in the United States, now a Subsidiary of the Hershey Company, the Company was established in 1845 as Young and Smylie, they also make Apple Licorice Twists, Green Color and Blue Raspberry Licorice Twists, I like them allI keep it in a dry cool place because is not recommended it to put it in the fridge. According to the Guinness Book of Records, the longest Licorice Twist ever made measured 1.200 Feet (370 M) and weighted 100 Pounds (45 Kg) and was made by Y & S Candies, Inc. This Record-Breaking Twist became a Guinness World Record on July 19, 1998. This Product is Kosher! Thank You",1.0,0.7243341046852365
20.0,POSITIVE,0.9976370334625244,0.9976370334625244,0.6077,POSITIVE,0.24,POSITIVE,B001GVISJM,A3IV7CL2C13K2U,5.0,2011-10-08,Candy was delivered very fast and was purchased at a reasonable price.  I was home bound and unable to get to a store so this was perfect for me.,1.0,0.37887290185044203
21.0,POSITIVE,0.9998146891593933,0.9998146891593933,0.6249,POSITIVE,0.4,POSITIVE,B001GVISJM,A1WO0KGLPR5PV6,5.0,2011-08-16,"My husband is a Twizzlers addict.  We've bought these many times from Amazon because we're government employees living overseas and can't get them in the country we are assigned to.  They've always been fresh and tasty, packed well and arrive in a timely manner.",1.0,0.3030177925135927
22.0,POSITIVE,0.9997993111610413,0.9997993111610413,0.9153,POSITIVE,0.11666666666666665,POSITIVE,B001GVISJM,AZOF9E17RGZH8,5.0,2011-06-25,"I bought these for my husband who is currently overseas. He loves these, and apparently his staff likes them also.There are generous amounts of Twizzlers in each 16-ounce bag, and this was well worth the price. Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)",1.0,0.4873189582585908
23.0,POSITIVE,0.9995959401130676,0.9995959401130676,0.7687,POSITIVE,0.125,POSITIVE,B001GVISJM,ARYVQL4N737A1,5.0,2011-05-09,I can remember buying this candy as a kid and the quality hasn't dropped in all these years. Still a superb product you won't be disappointed with.,1.0,0.45324398941095695
24.0,POSITIVE,0.9991275668144226,0.9991275668144226,0.2617,POSITIVE,0.25,POSITIVE,B001GVISJM,AJ613OLZZUG7V,5.0,2011-05-04,I love this candy.  After weight watchers I had to cut back but still have a craving for it.,1.0,0.4291713755714099
25.0,POSITIVE,0.9965586066246033,0.9965586066246033,0.3939,POSITIVE,0.3214285714285714,POSITIVE,B001GVISJM,A22P2J09NJ9HKE,5.0,2011-01-20,"I have lived out of the US for over 7 yrs now, and I so miss my Twizzlers!!  When I go back to visit or someone visits me, I always stock up.  All I can say is YUM!Sell these in Mexico and you will have a faithful buyer, more often than I'm able to buy them right now.",1.0,0.37064135147104293
26.0,NEGATIVE,0.9579483270645142,-0.9579483270645142,0.0,NEUTRAL,0.0,NEUTRAL,B001GVISJM,A3FONPR03H3PJS,5.0,2010-10-29,"Product received is as advertised.Twizzlers, Strawberry, 16-Ounce Bags (Pack of 6)",1.0,0.553071724500449
27.0,NEGATIVE,0.9988172650337219,-0.9988172650337219,-0.296,NEGATIVE,0.0,NEUTRAL,B001GVISJM,A3RXAU2N8KV45G,1.0,2012-03-25,"The candy is just red , No flavor . Just  plan and chewy .  I would never buy them again",-1.0,0.5130308692724909
28.0,NEGATIVE,0.838839054107666,-0.838839054107666,0.6646,POSITIVE,0.14583333333333331,POSITIVE,B001GVISJM,AAAS38B98HMIK,4.0,2012-03-16,I was so glad Amazon carried these batteries.  I have a hard time finding them elsewhere because they are such a unique size.  I need them for my garage door opener.Great deal for the price.,0.5,0.7636565059468116
29.0,POSITIVE,0.9998095631599426,0.9998095631599426,0.9918,POSITIVE,0.38636363636363635,POSITIVE,B00144C10S,A2F4LZVGFLD1OB,5.0,2012-06-05,"I got this for my Mum who is not diabetic but needs to watch her sugar intake, and my father who simply chooses to limit unnecessary sugar intake - she's the one with the sweet tooth - they both LOVED these toffees, you would never guess that they're sugar-free and it's so great that you can eat them pretty much guilt free!  i was so impressed that i've ordered some for myself (w dark chocolate) to take to the office so i'll eat them instead of snacking on sugary sweets.These are just EXCELLENT!",1.0,0.35188379914829254
30.0,POSITIVE,0.9724995493888855,0.9724995493888855,0.9758,POSITIVE,0.20859375,POSITIVE,B0001PB9FY,A3HDKO7OW0QNK4,5.0,2005-02-08,"I don't know if it's the cactus or the tequila or just the unique combination of ingredients, but the flavour of this hot sauce makes it one of a kind!  We picked up a bottle once on a trip we were on and brought it back home with us and were totally blown away!  When we realized that we simply couldn't find it anywhere in our city we were bummed.Now, because of the magic of the internet, we have a case of the sauce and are ecstatic because of it.If you love hot sauce..I mean really love hot sauce, but don't want a sauce that tastelessly burns your throat, grab a bottle of Tequila Picante Gourmet de Inclan.  Just realize that once you taste it, you will never want to use any other sauce.Thank you for the personal, incredible service!",1.0,0.44199705756058133
31.0,POSITIVE,0.989797055721283,0.989797055721283,0.9702,POSITIVE,0.2557692307692308,POSITIVE,B003F6UO7K,AFM0O9480F04W,5.0,2011-02-14,"I have never been a huge coffee fan. However, my mother purchased this little machine and talked me into trying the Latte Macciato. No Coffee Shop has a better one and I like most of the other products, too (as a usually non-coffee drinker!).The little Dolche Guesto Machine is super easy to use and prepares a really good Coffee/Latte/Cappuccino/etc in less than a minute (if water is heated up). I would recommend the Dolce Gusto to anyone. Too good for the price and I'am getting one myself! :)",1.0,0.4182487729450923
32.0,POSITIVE,0.9997554421424866,0.9997554421424866,0.9153,POSITIVE,0.6,POSITIVE,B003F6UO7K,A31OQO709M20Y7,5.0,2010-10-29,"This offer is a great price and a great taste, thanks Amazon for selling this product.Staral",1.0,0.2106937846061664
33.0,NEGATIVE,0.6471116542816162,-0.6471116542816162,0.9687,POSITIVE,0.2205,POSITIVE,B001EO5QW8,AOVROBZ8BNTP7,4.0,2006-11-13,"McCann's Instant Oatmeal is great if you must have your oatmeal but can only scrape together two or three minutes to prepare it. There is no escaping the fact, however, that even the best instant oatmeal is nowhere near as good as even a store brand of oatmeal requiring stovetop preparation.  Still, the McCann's is as good as it gets for instant oatmeal. It's even better than the organic, all-natural brands I have tried.  All the varieties in the McCann's variety pack taste good.  It can be prepared in the microwave or by adding boiling water so it is convenient in the extreme when time is an issue.McCann's use of actual cane sugar instead of high fructose corn syrup helped me decide to buy this product.  Real sugar tastes better and is not as harmful as the other stuff. One thing I do not like, though, is McCann's use of thickeners.  Oats plus water plus heat should make a creamy, tasty oatmeal without the need for guar gum. But this is a convenience product.  Maybe the guar gum is why, after sitting in the bowl a while, the instant McCann's becomes too thick and gluey.",0.5,0.8086408890599065
34.0,POSITIVE,0.9988853335380554,0.9988853335380554,0.9779,POSITIVE,0.3661538461538462,POSITIVE,B001EO5QW8,A3PMM0NFVEJGK9,4.0,2006-12-17,"This is a good instant oatmeal from the best oatmeal brand.  It uses cane sugar instead of high fructouse corn syrup, so not only does it have a better sweetness, but some doctors now say that this form of sugar is better for you.  Great on a cold morning when you don't have time to make McCann's Steel Cut Oats.  The apple cinnamon is the best but the maple and brown sugar or the regular are good too.  Plus they don't require doctoring to actually tell the three flavors apart.",0.5,0.35940294844290005
35.0,POSITIVE,0.9995092153549194,0.9995092153549194,0.9091,POSITIVE,0.29333333333333333,POSITIVE,B001EO5QW8,A2EB6OGOWCRU5H,5.0,2007-03-30,"Instant oatmeal can become soggy the minute the water hits the bowl. McCann's Instant Oatmeal holds its texture, has excellent flavor, and is good for you all at the same time. McCann's regular oat meal is excellent, too, but may take a bit longer to prepare than most have time for in the morning. This is the best instant brand I've ever eaten, and a very close second to the non-instant variety.McCann's Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)",1.0,0.38428001733714856
36.0,POSITIVE,0.999178946018219,0.999178946018219,0.7622,POSITIVE,0.2261904761904762,POSITIVE,B001EO5QW8,A2CI0RLADCRKPF,4.0,2008-05-11,"McCann's Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)I'm a fan of the McCann's steel-cut oats, so I thought I'd give the instant variety a try. I found it to be a hardy meal, not too sweet, and great for folks like me (post-bariatric surgery) who need food that is palatable, easily digestible, with fiber but won't make you bloat.",0.5,0.39601691987360294
37.0,POSITIVE,0.9992039799690247,0.9992039799690247,0.9196,POSITIVE,0.19791666666666669,POSITIVE,B001EO5QW8,A1MYS9LFFBIYKM,5.0,2007-09-27,"For those of us with celiac disease this product is a lifesaver and what could be better than getting it at almost half the price of the grocery or health food store!  I love McCann's instant oatmeal - all flavors!!!Thanks,Abby",1.0,0.4414417639389766
38.0,NEGATIVE,0.9933992624282837,-0.9933992624282837,0.4457,POSITIVE,0.045138888888888895,POSITIVE,B001EO5QW8,A3MGP2E1ZZ6GRB,5.0,2009-03-31,"What else do you need to know? Oatmeal, instant (make it with a half cup of low-fat milk and add raisins;nuke for 90 seconds). More expensive than Kroger store brand oatmeal and maybe a little tastier or better texture or something. It's still just oatmeal. Mmm, convenient!",1.0,0.7427446154407638
39.0,POSITIVE,0.9968936443328857,0.9968936443328857,0.891,POSITIVE,0.159375,POSITIVE,B001EO5QW8,A2GHZ2UTV2B0CD,4.0,2012-10-21,"I WAS VISITING MY FRIEND NATE THE OTHER MORNING FOR COFFEE , HE CAME OUT OF HIS STORAGE ROOM WITH ( A PACKET OF McCANNS INSTANT IRISH OATMEAL .) HE SUGGESTED THAT I TRY IT FOR MY OWN USE ,IN MY STASH . SOMETIMES NATE DOSE NOT GIVE YOU A CHANCE TO SAY NO , SO I ENDED UP TRYING THE APPLE AND CINN . FOUND IT TO BE VERY TASTEFULL WHEN MADE WITH WATER OR POWDERED MILK . IT GOES GOOD WITH O.J. AND COFFEE AND A SLICE OF TOAST AND YOUR READY TO TAKE ON THE WORLD...OR THE DAY AT LEAST..  JERRY REITH...",0.5,0.45605666390268773
40.0,POSITIVE,0.9998316764831543,0.9998316764831543,0.8114,POSITIVE,0.2,POSITIVE,B001EO5QW8,AO80AC8313NIZ,5.0,2011-09-28,"I ordered this for my wife as it was reccomended by our daughter.  She has this almost every morning and likes all flavors.  She's happy, I'm happy!!!McCANN'S Instant Irish Oatmeal, Variety Pack of Regular, Apples & Cinnamon, and Maple & Brown Sugar, 10-Count Boxes (Pack of 6)",1.0,0.41814016139091154
41.0,POSITIVE,0.9966709017753601,0.9966709017753601,0.9301,POSITIVE,0.23194444444444443,POSITIVE,B001EO5QW8,AQCY5KRO7489S,5.0,2011-04-22,"The variety packs taste great!I have them every morning. At $0.30 cents per meal, I don't understand why everyone on earth isn't buying this stuff up.Maple and brown sugar is terrific, followed by apples and cinnamon, followed by regular. You don't get tired of the same ole thing, and they taste great.I just boil water from a small pot, empty the packet or 2 in a bowl, pour in boiling water, and watch it expand to 2x its size!Taste really good and takes minutes to prepare.Not sure why everyone on earth isn't this. Convenient, healthy, very quick, excellent quality, and extremely cheap...",1.0,0.4236074085081933
42.0,POSITIVE,0.9938809871673584,0.9938809871673584,0.9435,POSITIVE,0.06466536935286936,POSITIVE,B001EO5QW8,A1WK4ALVZDYPUE,5.0,2011-04-07,"McCann's makes oatmeal for every oatmeal connoisseur, whether one likes it from the raw pellet state that cooks for half an hour, to the sloth addled instant, which can be done in the microwave for under three minutes. It's all good, that's for sure, and the beauty of the instant variety is that it is available in different flavors as well as regular.  This variety pack allows different tastes to be explored, as well as giving you a chance to experience the difference between McCann's and other well-known oatmeals. What I personally like about McCann's is that it cooks up thicker and with more body than the top brand here in America. The Apples & Cinnamon, though, tends to be a little liquidy so you may want to experiment with the amount of water you add. In my 1300watt microwave the oatmeal cooks up in about one minute and twenty-seven seconds, so you should also watch that to get a handle on how much time and water to use.  The only bad thing -- if you can consider it a bad thing -- about this offering is that you have to buy in lot so you'll end up with six ten-count boxes. This is good if you have a whole family of oatmeal-eaters, but if you're a single person alone -- well, love oatmeal.",1.0,0.5225466831271312
43.0,POSITIVE,0.9997257590293884,0.9997257590293884,0.9441,POSITIVE,0.6875,POSITIVE,B001EO5QW8,A16XFOYQSJREL7,5.0,2010-10-14,I have McCann's Oatmeal every morning and by ordering it from Amazon I am able to save almost $3.00 per box.It is a great product. Tastes great and very healthy,1.0,0.1665446434989096
44.0,POSITIVE,0.9993491768836975,0.9993491768836975,0.9161,POSITIVE,0.63,POSITIVE,B001EO5QW8,A17DW6SUOC70DJ,5.0,2009-10-13,"McCann's Oatmeal is a good quality choice.  Our favorite is the Apples and Cinnamon, but we find that none of these are overly sugary.  For a good hot breakfast in 2 minutes, this is excellent.",1.0,0.1937362682946751
45.0,POSITIVE,0.9945553541183472,0.9945553541183472,0.8421,POSITIVE,0.4666666666666666,POSITIVE,B001EO5QW8,A2G7B7FKP2O2PU,5.0,2008-05-02,We really like the McCann's steel cut oats but find we don't cook it up too often.This tastes much better to me than the grocery store brands and is just as convenient.Anything that keeps me eating oatmeal regularly is a good thing.,1.0,0.2716797407232109
46.0,NEGATIVE,0.9996598958969116,-0.9996598958969116,0.0,NEUTRAL,0.1708333333333333,POSITIVE,B001EO5QW8,A39Z97950MCTQE,3.0,2008-03-11,"This seems a little more wholesome than some of the supermarket brands, but it is somewhat mushy and doesn't have quite as much flavor either.  It didn't pass muster with my kids, so I probably won't buy it again.",0.0,0.6322655474450917
47.0,POSITIVE,0.9979078769683838,0.9979078769683838,0.9169,POSITIVE,0.475,POSITIVE,B001EO5QW8,AQLL2R1PPR46X,5.0,2007-10-19,Good oatmeal.  I like the apple cinnamon the best.  Though I wouldn't follow the directions on the package since it always comes out too soupy for my taste.  That could just be me since I like my oatmeal really thick to add some milk on top of.,1.0,0.281445830763964
48.0,POSITIVE,0.9993141889572144,0.9993141889572144,0.4404,POSITIVE,0.7,POSITIVE,B001EO5QW8,A26AY1TFK8BQXQ,3.0,2008-01-12,"The flavors are good.  However, I do not see any differce between this and Oaker Oats brand - they are both mushy.",0.0,0.2796921564651679
49.0,POSITIVE,0.9998181462287903,0.9998181462287903,0.6582,POSITIVE,0.3547619047619048,POSITIVE,B001EO5QW8,ALOR97KTZTK1P,4.0,2007-10-07,"I really like the Maple and Brown Sugar flavor. The regular is fine with brown sugar added. The Apples and Cinnamon flavor is OK. This is a very quick, easy and satisfying breakfast and I'll order this brand again, but not the variety. I'll get all Maple and Brown Sugar.",0.5,0.32271638480506465
50.0,NEGATIVE,0.9991084933280945,-0.9991084933280945,0.2363,POSITIVE,0.05,POSITIVE,B001EO5QW8,A276999Y6VRSCQ,3.0,2012-04-10,This is the same stuff you can buy at the big box stores.  There is nothing healthy about it.  It is just carbs and sugars.  Save your money and get something that at least has some taste.,0.0,0.6660293369615107
51.0,NEGATIVE,0.9994776844978333,-0.9994776844978333,-0.5448,NEGATIVE,-0.12499999999999999,NEGATIVE,B001EO5QW8,A108P30XVUFKXY,1.0,2008-02-19,"This oatmeal is not good. Its mushy, soft, I don't like it. Quaker Oats is the way to go.",-1.0,0.437354748738558
52.0,POSITIVE,0.9830998182296753,0.9830998182296753,0.9194,POSITIVE,0.3625,POSITIVE,B000G6RPMY,A3S5KJDA6ED2PS,5.0,2009-06-02,"Got a free package of these with a bottle of bloody mary mix I bought from the seller, and the advertising worked..lol,  I tried them, and shared them with 2 buddies, and we all loved them...  So im here to buy more, and noticed there were no reviews yet,...  well now there is.  They are Hot,  but not ""burn your mouth forever hot""  its a nice temp...  Perfect for us..",1.0,0.34140382033334066
53.0,NEGATIVE,0.9993337988853455,-0.9993337988853455,-0.8259,NEGATIVE,-0.1257638888888889,NEGATIVE,B000G6RPMY,A9L6L5H9BPEBO,4.0,2012-09-29,"This wasn't in stock the last time I looked. I had to go to the Vermont Country Store in Weston to find it along with a jaw harp, Cranberry Horseradish Sauce, Fartless Black Bean Salsa, Apple Cider Jelly, Newton's Cradle Art in Motion and the staple Vermont Maple Syrup.Back to the Ass Kickin Peanuts. They are hot. They will activate the perspiration glands behind your ears and under your arms. It requires a beverage as advertised, a glass of very cold milk, and a box of Kleenex since it will make your nose run. They look like ordinary peanuts which is already giving me ideas for work. I suspect that some people have been hitting my goodies in my absence, especially my colleague Greg. I'm going to take this to work at earliest opportunity and empty the contents of this can into an ordinary Planters Peanuts can, and then see whose crying or whose nose is running when I return.The can should be shaken to ensure the spices are evenly distributed. It is important to wash your hands after consumption and not touch the eyes.You'll go nuts over these Ass-Kickin' Peanuts.P.S. I'm not sharing the peanuts, not deliberately, and I'll probably give Greg the jaw harp for Christmas. He'll be so insulted.",0.5,0.4624922061197013
54.0,NEGATIVE,0.9988093376159668,-0.9988093376159668,-0.3612,NEGATIVE,0.05222222222222221,POSITIVE,B000G6RPMY,AQ9DWWYP2KJCQ,3.0,2010-07-02,we're used to spicy foods down here in south texas and these are not at all spicy.  doubt very much habanero is used at all.  could take it up a notch or two.,0.0,0.5294857475290103
55.0,POSITIVE,0.9994155168533325,0.9994155168533325,0.9388,POSITIVE,0.17247474747474748,POSITIVE,B002GWHC0G,A1ND7WC5LXOU48,4.0,2011-11-28,"I roast at home with a stove-top popcorn popper (but I do it outside, of course). These beans (Coffee Bean Direct Green Mexican Altura) seem to be well-suited for this method. The first and second cracks are distinct, and I've roasted the beans from medium to slightly dark with great results every time. The aroma is strong and persistent. The taste is smooth, velvety, yet lively.",0.5,0.46093377499769145
56.0,POSITIVE,0.9996781349182129,0.9996781349182129,0.9511,POSITIVE,0.41825396825396827,POSITIVE,B002GWHC0G,A2EFAW1P3DRXWO,5.0,2012-10-05,"We roast these in a large cast iron pan on the grill (about 1/3 of the bag at a time).  The smell is wonderful and the roasted beans taste delicious too.  More importantly, the coffee is smooth; no bitter aftertaste.  On numerous occasions, we've had to send the roasted beans home with friends because they like it so much.",1.0,0.32257784340136064
57.0,POSITIVE,0.9941144585609436,0.9941144585609436,0.908,POSITIVE,0.13888888888888887,POSITIVE,B004N5KULM,A202WR509428VF,5.0,2011-11-28,Deal was awesome!  Arrived before Halloween as indicated and was enough to satisfy trick or treaters.  I love the quality of this product and it was much less expensive than the local store's candy.,1.0,0.47087832402661856
58.0,POSITIVE,0.9998553991317749,0.9998553991317749,0.91,POSITIVE,0.625,POSITIVE,B004N5KULM,ASCNNAJU6SXF8,5.0,2012-05-05,"It is chocolate, what can I say.  Great variety of everything our family loves.  With a family of six it goes fast here.  Perfect variety.  Kit Kat, Reeses, take five and more.",1.0,0.19571048473505145
59.0,POSITIVE,0.9998537302017212,0.9998537302017212,0.9323,POSITIVE,0.7875,POSITIVE,B004N5KULM,A2A7KXM9B4XW90,5.0,2011-11-04,"Great product, nice combination of chocolates and perfect size!  The bags had plenty, and they were shipped promptly.  The kids in the neighborhood liked our candies!",1.0,0.10849320500592986
60.0,POSITIVE,0.999836802482605,0.999836802482605,0.8807,POSITIVE,0.43333333333333335,POSITIVE,B004N5KULM,A2QOGOXPOVKAJG,5.0,2011-11-01,"Halloween is over but, I sent a bag to my daughters class for her share. The chocolate was fresh and enjoyed by many.",1.0,0.2986795084781187
61.0,NEGATIVE,0.9974560141563416,-0.9974560141563416,0.4404,POSITIVE,0.26666666666666666,POSITIVE,B004N5KULM,A1ZR8O62VSU4OK,3.0,2011-10-16,"Watch your prices with this.  While the assortment was good, and I did get this on a gold box purchase, the price for this was$3-4 less at Target.",0.0,0.7848162567046953
62.0,NEGATIVE,0.7944896817207336,-0.7944896817207336,0.8442,POSITIVE,0.16499999999999998,POSITIVE,B004N5KULM,A7ZK2A3VIW7X9,5.0,2011-10-24,"This bag of candy online is pretty expensive, it should be cheaper in order to compete with grocery stores, other than that, its a good combination of my favorite candy",1.0,0.8233303268136625
63.0,NEGATIVE,0.9997138381004333,-0.9997138381004333,0.0,NEUTRAL,-0.78125,NEGATIVE,B001EO5TPM,A1E09XGZUR78C6,1.0,2008-07-06,Arrived in 6 days and were so stale i could not eat any of the 6 bags!!,-1.0,0.5255958157410616
